hsa	gge	isohsa	isogge	exoniden
ENSG00000154001	ENSGALG00010017701	ENST00000337537	ENSGALT00010042797	hsa0000193065-gge0000089833|0.95;hsa0000193066-gge0000089836|0.97;hsa0000193068-gge0000089837|0.91;hsa0000193069-gge0000089838|0.94;hsa0000193070-gge0000089839|0.92;hsa0000193071-gge0000089840|0.9;hsa0000193072-gge0000089841|0.92;hsa0000193073-gge0000089842|0.94;hsa0000193074-gge0000089843|0.82;hsa0000193075-gge0000089844|0.88;hsa0000193076-gge0000089845|0.91;hsa0000193078-gge0000089847|0.95;hsa0000193079-gge0000089848|0.92
ENSG00000154001	ENSGALG00010017701	ENST00000555899	ENSGALT00010042794	hsa0000193065-gge0000089833|0.95;hsa0000193066-gge0000089836|0.97;hsa0000193068-gge0000089837|0.91;hsa0000193069-gge0000089838|0.94;hsa0000193070-gge0000089839|0.92;hsa0000193071-gge0000089840|0.9;hsa0000193072-gge0000089841|0.92;hsa0000193073-gge0000089842|0.94;hsa0000193074-gge0000089843|0.82;hsa0000193075-gge0000089844|0.88;hsa0000193076-gge0000089845|0.91;hsa0000193077-gge0000089846|0.94;hsa0000193079-gge0000089848|0.92
ENSG00000154001	ENSGALG00010017701	ENST00000555899	ENSGALT00010042797	hsa0000193065-gge0000089833|0.95;hsa0000193066-gge0000089836|0.97;hsa0000193068-gge0000089837|0.91;hsa0000193069-gge0000089838|0.94;hsa0000193070-gge0000089839|0.92;hsa0000193071-gge0000089840|0.9;hsa0000193072-gge0000089841|0.92;hsa0000193073-gge0000089842|0.94;hsa0000193074-gge0000089843|0.82;hsa0000193075-gge0000089844|0.88;hsa0000193076-gge0000089845|0.91;hsa0000193077-gge0000089847|0.8;hsa0000193079-gge0000089848|0.92
ENSG00000183354	ENSGALG00010012952	ENST00000399933	ENSGALT00010031075	hsa0000133700-gge0000083089|0.67;hsa0000133701-gge0000083090|0.77;hsa0000133703-gge0000083091|0.75;hsa0000133705-gge0000083092|0.86;hsa0000133706-gge0000083093|0.92;hsa0000133709-gge0000083094|0.8;hsa0000133710-gge0000083095|0.68;hsa0000133712-gge0000083096|0.67
ENSG00000183354	ENSGALG00010012952	ENST00000381461	ENSGALT00010031070	hsa0000133700-gge0000083089|0.67;hsa0000133701-gge0000083090|0.77;hsa0000133703-gge0000083091|0.75;hsa0000133705-gge0000083092|0.86;hsa0000133709-gge0000083094|0.8;hsa0000133710-gge0000083095|0.68;hsa0000133712-gge0000083096|0.67
ENSG00000100246	ENSGALG00010012696	ENST00000216068	ENSGALT00010030375	hsa0000274739-gge0000019254|0.75;hsa0000274740-gge0000019255|0.83;hsa0000274742-gge0000019256|0.85
ENSG00000121743	ENSGALG00010005675	ENST00000241125	ENSGALT00010013560	hsa0000189931-gge0000008562|0.66
ENSG00000121743	ENSGALG00010005675	ENST00000241125	ENSGALT00010013564	hsa0000189931-gge0000008562|0.66
ENSG00000121743	ENSGALG00010005675	ENST00000241125	ENSGALT00010013567	hsa0000189931-gge0000008562|0.66
ENSG00000165474	ENSGALG00010005609	ENST00000382844	ENSGALT00010013411	hsa0000189932-gge0000008466|0.69
ENSG00000165474	ENSGALG00010005609	ENST00000382844	ENSGALT00010013413	hsa0000189932-gge0000008466|0.69
ENSG00000165474	ENSGALG00010005609	ENST00000382844	ENSGALT00010013416	hsa0000189932-gge0000008466|0.69
ENSG00000165474	ENSGALG00010005609	ENST00000382844	ENSGALT00010013418	hsa0000189932-gge0000008466|0.69
ENSG00000165474	ENSGALG00010005609	ENST00000382844	ENSGALT00010013421	hsa0000189932-gge0000008466|0.69
ENSG00000165474	ENSGALG00010005609	ENST00000382844	ENSGALT00010013423	hsa0000189932-gge0000008466|0.69
ENSG00000165474	ENSGALG00010005609	ENST00000382844	ENSGALT00010013426	hsa0000189932-gge0000008466|0.69
ENSG00000165474	ENSGALG00010005609	ENST00000382844	ENSGALT00010013429	hsa0000189932-gge0000008466|0.69
ENSG00000165474	ENSGALG00010005609	ENST00000382844	ENSGALT00010013430	hsa0000189932-gge0000008466|0.69
ENSG00000165474	ENSGALG00010005609	ENST00000382848	ENSGALT00010013411	hsa0000189932-gge0000008466|0.69
ENSG00000165474	ENSGALG00010005609	ENST00000382848	ENSGALT00010013413	hsa0000189932-gge0000008466|0.69
ENSG00000165474	ENSGALG00010005609	ENST00000382848	ENSGALT00010013416	hsa0000189932-gge0000008466|0.69
ENSG00000165474	ENSGALG00010005609	ENST00000382848	ENSGALT00010013418	hsa0000189932-gge0000008466|0.69
ENSG00000165474	ENSGALG00010005609	ENST00000382848	ENSGALT00010013421	hsa0000189932-gge0000008466|0.69
ENSG00000165474	ENSGALG00010005609	ENST00000382848	ENSGALT00010013423	hsa0000189932-gge0000008466|0.69
ENSG00000165474	ENSGALG00010005609	ENST00000382848	ENSGALT00010013426	hsa0000189932-gge0000008466|0.69
ENSG00000165474	ENSGALG00010005609	ENST00000382848	ENSGALT00010013429	hsa0000189932-gge0000008466|0.69
ENSG00000165474	ENSGALG00010005609	ENST00000382848	ENSGALT00010013430	hsa0000189932-gge0000008466|0.69
ENSG00000165474	ENSGALG00010007181	ENST00000382844	ENSGALT00010017128	hsa0000189932-gge0000010997|0.74
ENSG00000165474	ENSGALG00010007181	ENST00000382848	ENSGALT00010017128	hsa0000189932-gge0000010997|0.74
ENSG00000051180	ENSGALG00010023147	ENST00000267868	ENSGALT00010056413	hsa0000202640-gge0000096168|0.72;hsa0000202641-gge0000096169|0.84;hsa0000202645-gge0000096170|0.83;hsa0000202647-gge0000096171|0.72;hsa0000202649-gge0000096172|0.84;hsa0000202652-gge0000096173|0.85;hsa0000202653-gge0000096174|0.81;hsa0000202654-gge0000096175|0.84;hsa0000202656-gge0000096176|0.84
ENSG00000051180	ENSGALG00010023147	ENST00000532743	ENSGALT00010056413	hsa0000202640-gge0000096168|0.72;hsa0000202641-gge0000096169|0.84;hsa0000202645-gge0000096170|0.83;hsa0000202647-gge0000096171|0.72;hsa0000202649-gge0000096172|0.84;hsa0000202652-gge0000096173|0.85;hsa0000202653-gge0000096174|0.81;hsa0000202654-gge0000096175|0.84;hsa0000202656-gge0000096176|0.84
ENSG00000172728	ENSGALG00010013751	ENST00000327671	ENSGALT00010032996	hsa0000124051-gge0000084136|0.73;hsa0000124052-gge0000084137|0.64;hsa0000124054-gge0000084138|0.74;hsa0000124055-gge0000084139|0.66
ENSG00000188133	ENSGALG00010005601	ENST00000342743	ENSGALT00010013397	hsa0000133741-gge0000076601|0.69
ENSG00000156687	ENSGALG00010019540	ENST00000404895	ENSGALT00010047158	hsa0000124056-gge0000194740|0.61;hsa0000124058-gge0000194741|0.82;hsa0000124059-gge0000194743|0.84;hsa0000124060-gge0000194744|0.83;hsa0000124061-gge0000194745|0.82;hsa0000124062-gge0000194746|0.82;hsa0000124063-gge0000194747|0.77;hsa0000124064-gge0000194748|0.97;hsa0000124067-gge0000194749|0.8;hsa0000124069-gge0000194750|0.77;hsa0000124070-gge0000194751|0.68;hsa0000124071-gge0000194752|0.76;hsa0000124072-gge0000194753|0.79;hsa0000124073-gge0000194754|0.85;hsa0000124074-gge0000194755|0.84;hsa0000124075-gge0000194756|0.83;hsa0000124076-gge0000194757|0.8
ENSG00000109667	ENSGALG00010010094	ENST00000506583	ENSGALT00010023972	hsa0000065281-gge0000067768|0.63;hsa0000065283-gge0000067770|0.62;hsa0000065271-gge0000067771|0.71;hsa0000065272-gge0000067772|0.7;hsa0000065273-gge0000067773|0.7;hsa0000065274-gge0000067774|0.66;hsa0000065275-gge0000067775|0.72;hsa0000065276-gge0000067776|0.7;hsa0000065277-gge0000067777|0.71;hsa0000065278-gge0000067778|0.68;hsa0000065279-gge0000067779|0.8;hsa0000065280-gge0000067780|0.61
ENSG00000109667	ENSGALG00010010094	ENST00000309065	ENSGALT00010023972	hsa0000065281-gge0000067768|0.63;hsa0000065283-gge0000067770|0.62;hsa0000065271-gge0000067771|0.71;hsa0000065272-gge0000067772|0.7;hsa0000065273-gge0000067773|0.7;hsa0000065274-gge0000067774|0.66;hsa0000065275-gge0000067775|0.72;hsa0000065276-gge0000067776|0.7;hsa0000065277-gge0000067777|0.71;hsa0000065278-gge0000067778|0.68;hsa0000065279-gge0000067779|0.8;hsa0000065280-gge0000067780|0.61
ENSG00000198252	ENSGALG00010020545	ENST00000442123	ENSGALT00010049614	hsa0000193080-gge0000092693|0.7;hsa0000193081-gge0000092695|0.85;hsa0000193082-gge0000092696|0.89;hsa0000193083-gge0000092697|0.88;hsa0000193084-gge0000092698|0.95;hsa0000193085-gge0000092699|0.86;hsa0000193086-gge0000092700|0.9;hsa0000193087-gge0000092701|0.9;hsa0000193088-gge0000092702|0.92;hsa0000193089-gge0000092703|0.76;hsa0000193090-gge0000092704|0.81
ENSG00000198252	ENSGALG00010020545	ENST00000354586	ENSGALT00010049614	hsa0000193080-gge0000092693|0.7;hsa0000193081-gge0000092695|0.85;hsa0000193082-gge0000092696|0.89;hsa0000193083-gge0000092697|0.88;hsa0000193084-gge0000092698|0.95;hsa0000193085-gge0000092699|0.86;hsa0000193086-gge0000092700|0.9;hsa0000193087-gge0000092701|0.9;hsa0000193088-gge0000092702|0.92;hsa0000193089-gge0000092703|0.76;hsa0000193090-gge0000092704|0.81
ENSG00000126790	ENSGALG00010017050	ENST00000247194	ENSGALT00010041159	hsa0000193091-gge0000089062|0.67;hsa0000193092-gge0000089063|0.67;hsa0000193094-gge0000089064|0.76;hsa0000193095-gge0000089065|0.72;hsa0000193097-gge0000089066|0.67
ENSG00000128268	ENSGALG00010012517	ENST00000341184	ENSGALT00010029991	hsa0000274803-gge0000019095|0.79
ENSG00000128268	ENSGALG00010012517	ENST00000341184	ENSGALT00010029994	hsa0000274803-gge0000019095|0.79
ENSG00000128268	ENSGALG00010012517	ENST00000341184	ENSGALT00010029999	hsa0000274803-gge0000019095|0.79
ENSG00000128268	ENSGALG00010012517	ENST00000341184	ENSGALT00010030004	hsa0000274803-gge0000019095|0.79
ENSG00000128268	ENSGALG00010012517	ENST00000341184	ENSGALT00010030008	hsa0000274803-gge0000019095|0.79
ENSG00000128268	ENSGALG00010012517	ENST00000341184	ENSGALT00010030013	hsa0000274803-gge0000019095|0.79
ENSG00000128268	ENSGALG00010012517	ENST00000341184	ENSGALT00010030024	hsa0000274803-gge0000019095|0.79
ENSG00000128268	ENSGALG00010012517	ENST00000341184	ENSGALT00010030029	hsa0000274803-gge0000019095|0.79
ENSG00000128268	ENSGALG00010012517	ENST00000341184	ENSGALT00010030031	hsa0000274803-gge0000019095|0.79
ENSG00000109606	ENSGALG00010009943	ENST00000336812	ENSGALT00010023705	hsa0000065284-gge0000067704|0.72;hsa0000065285-gge0000067706|0.67;hsa0000065286-gge0000067708|0.9;hsa0000065287-gge0000067709|0.88;hsa0000065288-gge0000067710|0.87;hsa0000065289-gge0000067711|0.86;hsa0000065290-gge0000067712|0.89;hsa0000065291-gge0000067714|0.84;hsa0000065292-gge0000067715|0.84;hsa0000065293-gge0000067716|0.89;hsa0000065294-gge0000067717|0.9;hsa0000065295-gge0000067718|0.9;hsa0000065296-gge0000067719|0.89;hsa0000065297-gge0000067720|0.96
ENSG00000100335	ENSGALG00010012426	ENST00000325301	ENSGALT00010029778	hsa0000274805-gge0000018991|0.87;hsa0000274806-gge0000018992|0.78;hsa0000274807-gge0000018994|0.73;hsa0000274810-gge0000018995|0.79
ENSG00000100335	ENSGALG00010012426	ENST00000404569	ENSGALT00010029778	hsa0000274805-gge0000018991|0.87;hsa0000274806-gge0000018992|0.78;hsa0000274807-gge0000018994|0.73;hsa0000274810-gge0000018995|0.79
ENSG00000150456	ENSGALG00010005514	ENST00000382758	ENSGALT00010013193	hsa0000189964-gge0000008258|0.65;hsa0000189965-gge0000008259|0.8;hsa0000189966-gge0000008260|0.75;hsa0000189967-gge0000008261|0.78
ENSG00000150456	ENSGALG00010005514	ENST00000382754	ENSGALT00010013193	hsa0000189964-gge0000008258|0.65;hsa0000189965-gge0000008259|0.8;hsa0000189966-gge0000008260|0.75;hsa0000189967-gge0000008261|0.78
ENSG00000141627	ENSGALG00010010922	ENST00000675505	ENSGALT00010026139	hsa0000245115-gge0000080323|0.78;hsa0000245117-gge0000080324|0.77;hsa0000245118-gge0000080325|0.85;hsa0000245122-gge0000080326|0.83;hsa0000245123-gge0000080327|0.7;hsa0000245125-gge0000080328|0.76;hsa0000245126-gge0000080329|0.77;hsa0000245131-gge0000080330|0.75;hsa0000245133-gge0000080331|0.73;hsa0000245134-gge0000080332|0.87;hsa0000245135-gge0000080333|0.81;hsa0000245136-gge0000080334|0.83;hsa0000245137-gge0000080335|0.95;hsa0000245138-gge0000080336|0.83;hsa0000245139-gge0000080337|0.81;hsa0000245140-gge0000080338|0.75;hsa0000245144-gge0000080339|0.81
ENSG00000141627	ENSGALG00010010922	ENST00000269445	ENSGALT00010026140	hsa0000245115-gge0000080323|0.78;hsa0000245117-gge0000080324|0.77;hsa0000245118-gge0000080325|0.85;hsa0000245122-gge0000080326|0.83;hsa0000245123-gge0000080327|0.7;hsa0000245125-gge0000080328|0.76;hsa0000245126-gge0000080329|0.77;hsa0000245131-gge0000080330|0.75;hsa0000245133-gge0000080331|0.73;hsa0000245134-gge0000080332|0.87;hsa0000245135-gge0000080333|0.81;hsa0000245136-gge0000080334|0.83;hsa0000245138-gge0000080336|0.83;hsa0000245139-gge0000080337|0.81;hsa0000245140-gge0000080338|0.75;hsa0000245144-gge0000080339|0.81
ENSG00000150457	ENSGALG00010005466	ENST00000382592	ENSGALT00010013047	hsa0000189968-gge0000008093|0.78;hsa0000189969-gge0000008094|0.81;hsa0000189970-gge0000008095|0.62;hsa0000189971-gge0000008096|0.83;hsa0000189972-gge0000008097|0.77;hsa0000189973-gge0000008098|0.84;hsa0000189974-gge0000008099|0.72
ENSG00000184302	ENSGALG00010019860	ENST00000327720	ENSGALT00010047980	hsa0000193122-gge0000091552|0.87;hsa0000193123-gge0000091553|0.76
ENSG00000100625	ENSGALG00010017918	ENST00000216513	ENSGALT00010043314	hsa0000193125-gge0000090034|0.66;hsa0000193128-gge0000090036|0.76;hsa0000193129-gge0000090037|0.75
ENSG00000100625	ENSGALG00010017918	ENST00000216513	ENSGALT00010043317	hsa0000193125-gge0000090035|0.75;hsa0000193128-gge0000090036|0.76;hsa0000193129-gge0000090037|0.75
ENSG00000130706	ENSGALG00010022954	ENST00000491935	ENSGALT00010055898	hsa0000249581-gge0000154698|0.82;hsa0000249582-gge0000154701|0.77;hsa0000249583-gge0000154702|0.79;hsa0000249584-gge0000154703|0.86;hsa0000249585-gge0000154704|0.77;hsa0000249586-gge0000154705|0.78;hsa0000249587-gge0000154706|0.8;hsa0000249588-gge0000154707|0.74;hsa0000249589-gge0000154709|0.77
ENSG00000130706	ENSGALG00010022954	ENST00000491935	ENSGALT00010055901	hsa0000249581-gge0000154699|0.82;hsa0000249582-gge0000154701|0.77;hsa0000249583-gge0000154702|0.79;hsa0000249584-gge0000154703|0.86;hsa0000249585-gge0000154704|0.77;hsa0000249586-gge0000154705|0.78;hsa0000249587-gge0000154706|0.8;hsa0000249588-gge0000154707|0.74;hsa0000249589-gge0000154709|0.77
ENSG00000130706	ENSGALG00010022954	ENST00000253003	ENSGALT00010055898	hsa0000249581-gge0000154698|0.82;hsa0000249582-gge0000154701|0.77;hsa0000249583-gge0000154702|0.79;hsa0000249584-gge0000154703|0.86;hsa0000249585-gge0000154704|0.77;hsa0000249586-gge0000154705|0.78;hsa0000249587-gge0000154706|0.8;hsa0000249588-gge0000154707|0.74;hsa0000249589-gge0000154709|0.77
ENSG00000130706	ENSGALG00010022954	ENST00000253003	ENSGALT00010055901	hsa0000249581-gge0000154699|0.82;hsa0000249582-gge0000154701|0.77;hsa0000249583-gge0000154702|0.79;hsa0000249584-gge0000154703|0.86;hsa0000249585-gge0000154704|0.77;hsa0000249586-gge0000154705|0.78;hsa0000249587-gge0000154706|0.8;hsa0000249588-gge0000154707|0.74;hsa0000249589-gge0000154709|0.77
ENSG00000100614	ENSGALG00010016903	ENST00000395076	ENSGALT00010040789	hsa0000193137-gge0000088860|0.89;hsa0000193138-gge0000088861|0.89;hsa0000193141-gge0000088862|0.87;hsa0000193142-gge0000088863|0.78;hsa0000193143-gge0000088865|0.87
ENSG00000092964	ENSGALG00010018309	ENST00000521913	ENSGALT00010044187	hsa0000124094-gge0000194088|0.77;hsa0000124097-gge0000194090|0.89;hsa0000124100-gge0000194091|0.85;hsa0000124101-gge0000194092|0.84;hsa0000124102-gge0000194093|0.79;hsa0000124103-gge0000194094|0.84;hsa0000124104-gge0000194095|0.84;hsa0000124105-gge0000194096|0.86;hsa0000124106-gge0000194097|0.85;hsa0000124107-gge0000194098|0.86;hsa0000124108-gge0000194099|0.85;hsa0000124109-gge0000194100|0.82;hsa0000124110-gge0000194101|0.82;hsa0000124111-gge0000194102|0.84
ENSG00000092964	ENSGALG00010018309	ENST00000311151	ENSGALT00010044177	hsa0000124096-gge0000194089|0.85;hsa0000124097-gge0000194090|0.89;hsa0000124100-gge0000194091|0.85;hsa0000124101-gge0000194092|0.84;hsa0000124102-gge0000194093|0.79;hsa0000124103-gge0000194094|0.84;hsa0000124104-gge0000194095|0.84;hsa0000124105-gge0000194096|0.86;hsa0000124106-gge0000194097|0.85;hsa0000124107-gge0000194098|0.86;hsa0000124108-gge0000194099|0.85;hsa0000124109-gge0000194100|0.82;hsa0000124110-gge0000194101|0.82;hsa0000124111-gge0000194102|0.84
ENSG00000148481	ENSGALG00010004588	ENST00000277632	ENSGALT00010010667	hsa0000161189-gge0000032794|0.72;hsa0000161190-gge0000032795|0.81;hsa0000161191-gge0000032796|0.7;hsa0000161192-gge0000032798|0.76;hsa0000161193-gge0000032799|0.98;hsa0000161195-gge0000032800|0.77;hsa0000161197-gge0000032801|0.86;hsa0000161198-gge0000032802|0.9;hsa0000161199-gge0000032803|0.86;hsa0000161200-gge0000032804|0.84;hsa0000161202-gge0000032805|0.84;hsa0000161204-gge0000032806|0.82;hsa0000161206-gge0000032807|0.82;hsa0000161207-gge0000032808|0.81;hsa0000161208-gge0000032809|0.86
ENSG00000131831	ENSGALG00010002365	ENST00000415486	ENSGALT00010005375	hsa0000114956-gge0000003161|0.63
ENSG00000131831	ENSGALG00010002365	ENST00000415486	ENSGALT00010005376	hsa0000114956-gge0000003161|0.63
ENSG00000131831	ENSGALG00010002365	ENST00000415486	ENSGALT00010005377	hsa0000114956-gge0000003161|0.63
ENSG00000131831	ENSGALG00010002365	ENST00000415486	ENSGALT00010005378	hsa0000114956-gge0000003161|0.63
ENSG00000131831	ENSGALG00010002365	ENST00000415486	ENSGALT00010005379	hsa0000114956-gge0000003161|0.63
ENSG00000131831	ENSGALG00010002365	ENST00000415486	ENSGALT00010005380	hsa0000114956-gge0000003161|0.63
ENSG00000131831	ENSGALG00010002365	ENST00000415486	ENSGALT00010005382	hsa0000114956-gge0000003161|0.63
ENSG00000131831	ENSGALG00010002365	ENST00000415486	ENSGALT00010005383	hsa0000114956-gge0000003161|0.63
ENSG00000131831	ENSGALG00010002365	ENST00000415486	ENSGALT00010005385	hsa0000114956-gge0000003161|0.63
ENSG00000131831	ENSGALG00010002365	ENST00000415486	ENSGALT00010005387	hsa0000114956-gge0000003161|0.63
ENSG00000131831	ENSGALG00010002365	ENST00000360011	ENSGALT00010005375	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000360011	ENSGALT00010005376	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000360011	ENSGALT00010005377	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000360011	ENSGALT00010005378	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000360011	ENSGALT00010005379	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000360011	ENSGALT00010005380	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000360011	ENSGALT00010005382	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000360011	ENSGALT00010005383	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000360011	ENSGALT00010005385	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000360011	ENSGALT00010005387	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000331511	ENSGALT00010005375	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000331511	ENSGALT00010005376	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000331511	ENSGALT00010005377	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000331511	ENSGALT00010005378	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000331511	ENSGALT00010005379	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000331511	ENSGALT00010005380	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000331511	ENSGALT00010005382	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000331511	ENSGALT00010005383	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000331511	ENSGALT00010005385	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000331511	ENSGALT00010005387	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000451717	ENSGALT00010005375	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000451717	ENSGALT00010005376	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000451717	ENSGALT00010005377	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000451717	ENSGALT00010005378	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000451717	ENSGALT00010005379	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000451717	ENSGALT00010005380	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000451717	ENSGALT00010005382	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000451717	ENSGALT00010005383	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000451717	ENSGALT00010005385	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000451717	ENSGALT00010005387	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000545871	ENSGALT00010005375	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000545871	ENSGALT00010005376	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000545871	ENSGALT00010005377	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000545871	ENSGALT00010005378	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000545871	ENSGALT00010005379	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000545871	ENSGALT00010005380	hsa0000114958-gge0000003161|0.69
ENSG00000131831	ENSGALG00010002365	ENST00000545871	ENSGALT00010005382	hsa0000114958-gge0000003161|0.69
