human_uniprot	rat_uniprot
Q8NB59	M0R7W7
Q96BD0	Q99N01
P17405	Q5XIA6
Q96MN2	D3ZP31
O95628	Q498M7
Q92750	F1LT11
B2RXH4	D3Z9A5
Q5JS13	D3ZLR4
Q13705	P38445
A1A5B4	F1LY14
Q5JWF2	Q63803
P22079	D4A400
P02545	P48679
Q9BSK4	Q4V890
Q6NZY4	D3ZUL8
O43868	Q62773
Q7L9B9	Q5XI74
O43776	F1LPV0
Q96SD1	Q5XIX3
Q13470	D3ZJI4
Q9GZS0	Q66HC9
Q9UNH5	E9PSZ9
O14777	F7F189
Q9H223	Q8R3Z7
P10809	P63039
Q92696	Q08602
A0AV02	Q8CJI3
Q8WWT9	Q9Z0Z5
Q6ZRS4	D3ZPH2
Q8NDN9	D4AD40
Q8NC67	C6K2K4
Q86XH1	F1M7Z2
O43900	Q5U2Q0
Q9UBV2	Q80Z70
Q6P1J9	Q4V8C8
Q2TAA8	D3ZU07
Q9H1C4	D3ZDJ4
Q9NVP4	D4A039
Q92630	F1LYY7
Q8IXI1	Q7TSA0
Q9HD43	A0A0G2K754
Q9Y5X1	M0R9L3
Q0P6H9	D3ZIW4
O00391	Q6IUU3
Q9H0I9	D3ZHE7
Q8N239	D3ZY10
Q6UXK2	M0R4G0
Q96EP1	Q5PQJ8
P03951	A0A0G2K4I9
Q13438	Q5RKH6
P23368	A0A0G2K502
Q16822	F1LQJ7
O95936	D3ZY52
Q9GZU1	D3ZRF9
Q53GT1	D3ZZC3
Q06787	Q80WE1
Q96FN4	F1M1L9
P32780	A0A0G2JWQ0
A0MZ66	A0MZ67
O15226	A0A0G2JTH1
Q9UHB6	F1LR10
P14373	B5DFI5
O60294	Q5XIA3
Q9HBW1	Q45R42
Q5VTJ3	M0R439
Q92993	Q99MK2
O14512	A0A0G2K9S1
O15254	Q63448
Q8IYY4	Q5XIA0
Q9BTA9	F1LW69
Q86UW9	G3V658
O75487	Q642B0
O94850	P50617
Q96IC2	A1A5R7
P03952	P14272
Q9P2J3	B5DEL5
Q96PX8	D3Z8D8
P48163	P13697
P13056	Q8VIJ4
Q9H222	Q99PE7
Q9HBW9	Q9ESC1
P51693	F1LRS5
P43681	P09483
Q8NE62	Q6UPE0
Q7Z3K6	A0A0G2JUL8
P50990	D4ACB8
Q96IF1	Q5U2Z2
Q9H0H5	B2GV02
Q9NQV8	D4A123
O60504	Q5XIL4
P16278	D3ZUM4
Q5VUG0	D4A643
Q96JJ6	Q69FB3
O95302	Q66H94
P07947	F1LM93
O60602	G3V6F8
Q15392	Q5BQE6
Q9NU02	D4A9E7
O00268	A0A0G2K849
Q6ZRF8	D4A306
O43246	B5DFJ0
Q2M385	Q9WV57
Q9NPH3	Q63621
Q96T51	F1LR42
Q8NBW4	Q3B8Q3
O75081	D4A303
O60603	E9PTD9
P35475	D3ZE16
P49368	Q6P502
Q92624	A5HK05
Q99504	A0A0G2JZ01
Q9NVX7	A0A0G2K102
Q9HC62	Q9EQE1
Q86YS3	D3ZHE5
Q15542	D3ZH66
Q9H8H0	A0A0G2K1A9
Q96KA5	D4A416
P16050	Q02759
Q6UW60	Q78EH2
O00337	Q62674
O75426	D4A3S1
Q09327	Q02527
Q9NQ89	D4A770
Q9Y6I4	D4A4F6
O60934	Q9JIL9
Q9NUL3	Q68SB1
P17987	P28480
P0C7M7	Q7TN78
Q9UGP4	B5DEH0
Q9H845	B1WC61
Q9C040	D3ZQG6
Q13099	A0A096MK92
Q8N3C7	Q66HD5
Q8NFN8	Q8K451
Q8N436	D4A536
Q8IXL6	B1WBN7
P31948	O35814
Q93075	D3ZT26
Q9H2B4	P45380
Q9BY44	D3ZUV3
Q8N6G5	D4A5Z0
Q9H4M9	Q641Z6
Q9UJY4	G3V8F7
O95905	D3ZA55
Q15291	D3ZC01
Q14155	O55043
Q9Y289	O70247
P57772	B5DEJ5
Q13554	P08413
Q9UKQ2	E9PTQ3
P00734	P18292
Q9BZQ2	B1H291
Q8NCS7	A0A0G2JX63
P49281	O54902
Q96BT7	D3ZK29
Q9UKM7	B2GUY0
Q9NZW5	A0A0G2K4N7
Q969U6	Q4KLI9
O00400	Q6AYY8
Q9H8W5	D4A7S9
Q9H598	O35458
Q9NUW8	Q4G056
Q99593	Q5I2P1
O60826	P86182
Q16515	Q62962
Q8NCU4	A0A0G2JUG8
Q8NEC7	A0A0G2K635
Q9Y692	Q9QUZ8
Q9Y6K8	M0R7U1
Q6P9H4	Q5SGD7
Q9ULX5	O70418
Q16880	Q09426
Q15569	Q63572
Q13564	Q9Z1A5
O14773	Q9EQV6
O95436	Q9JJ09
Q96L92	Q8K4V4
Q9ULC6	O88806
Q08209	P63329
Q9UHX1	Q9WV25
Q3KP44	F1M1X7
Q96C11	F1LSP9
Q969H4	G3V8W8
O94956	Q9JHI3
Q9Y2N7	Q9JHS2
Q8IW92	D3ZHQ5
Q9BYJ9	Q4V8J6
Q99549	G3V8T1
Q53FZ2	Q6SKG1
P49747	P35444
Q6PIW4	Q6GX84
Q86VX9	B1WC06
Q969V3	Q5XIA1
Q8IZD6	D4A271
Q99424	P97562
Q8TEB1	Q5M9G8
O95402	D4A913
P08236	P06760
Q99572	Q64663
Q96MM7	D3ZEK5
O00255	Q9WVR8
Q8N7P1	F1MA92
O43405	B1H259
Q9NZM6	D4A828
Q8NBP7	P59996
Q9H8Y5	Q66H85
P13674	P54001
O75419	B1WBZ4
O75382	O70277
Q6ZU69	F1LWV6
Q53F19	D3ZXL5
Q9H2S9	D4A636
P27694	Q7TP21
Q9Y3L3	D3ZFJ3
Q155Q3	Q2VUH7
Q86T24	D3ZAN8
Q01064	Q01066
Q8TDI8	A0A0G2KB87
P36896	P80202
Q9P2K5	A0A0G2K402
Q9NWZ5	D3ZYQ8
O94818	D4A3P4
Q9NZI7	D4A030
P25705	P15999
Q9HCJ2	D3ZXT1
P57082	D4A0A2
Q96ED9	E9PTX3
Q9Y5A7	F7ES73
Q5SRH9	D4A4G3
P21589	P21588
Q9BTN0	B0BNK7
O14986	Q5CZZ9
Q9BUH8	O88881
Q969Y0	D4ACA1
P23276	F1M761
Q9Y2W6	G3V8T7
Q9Y2P5	Q9ES38
Q9NVR5	Q5FVL7
Q9UHY1	Q3SWT7
Q9UGJ0	A0A140UHX4
Q9NZN3	Q8R491
Q13496	Q6AXQ4
A8K979	D4A625
Q92911	Q63008
Q9H8M2	D4ACF5
P32189	Q63060
Q5XG87	D3ZSY1
Q8TE77	Q5XIS1
Q5VUJ6	D4A456
Q96S53	Q924U5
Q8WUY9	D4AA32
Q8N5T2	B2GV89
Q04771	P80201
Q8WXA3	D3ZSW9
Q15650	A0A0G2K0P5
Q9HCJ3	D3ZD78
O94988	D3ZA02
O00534	Q75WE7
Q66K64	D3ZFW6
Q9P2G3	D3ZYQ7
Q8IYF3	D3Z868
O75131	D3ZLA3
O15213	Q6MGC3
Q9Y2P4	D4A2B8
Q96TA0	G3V9G0
Q68DD2	D3Z9B7
Q9P1Z2	Q66HR5
Q13153	P35465
Q96JN2	D4AAR7
Q9BZJ0	P63155
Q8NCN4	F1LV79
Q9UKA9	Q66H20
P16452	B5DF57
P10515	P08461
Q8IZ69	Q5XIQ6
Q8N4N8	Q5XI51
Q9HCU0	D3ZN06
Q96C34	F1LVT5
A8MQ27	C9DQJ9
P30613	P12928
Q9NVN8	D3ZMZ9
Q99502	D3ZVI5
P06239	Q01621
P48643	Q68FQ0
Q12857	P09414
Q14181	O89043
Q9Y2R4	Q99PT0
Q9UJ83	Q8CHM7
P16298	P20651
Q8TDD5	E9PT54
O00238	M0R3J4
P17040	D3ZCC2
Q9UPE1	A0A0G2KAH6
Q8IYR0	A1A5Q4
Q9H0K6	D4ABN2
Q9UM07	O88807
Q9H8Y1	M0RCR3
Q96SY0	Q66H58
Q8NDB2	M0RAD7
Q9BPZ7	Q6AYF1
Q8NCG7	P0C1S9
Q8IZ07	Q5U313
Q96DT7	Q9WTY8
Q9HCC0	Q5XIT9
Q8NFW1	F1M897
O00341	D3ZT83
Q2M3M2	A0A0G2JY02
Q5GH76	Q5GH59
Q6WRX3	D4A9Y1
Q9H336	B5DFM5
Q9Y253	D4ADZ0
O15037	D3Z8M3
Q6ZN84	Q5XIN9
Q86UY8	D3ZAI6
O15460	D3ZGT6
O94788	Q63639
Q96RF0	D3ZZ38
Q86UZ6	D3ZTY1
Q6UWE0	D3ZI42
Q9Y3I0	Q6AYT3
Q658N2	Q505J3
Q00537	O35831
Q53GS9	B2GV41
P12956	E9PT85
P54577	Q4KM49
P78325	D3ZB52
O00305	D4A055
Q9BZW2	Q07782
Q08397	Q5FWS5
P20273	D3ZD88
Q9HCS4	F1M1R9
Q6UXI7	F1M095
Q9UK73	P0C6P7
Q9P2N7	F1LM44
Q9NRG9	D3ZNS8
P13521	P10362
Q8N4S9	A0A0G2K663
P30038	P0C2X9
Q8N841	D3ZJ17
Q6DD88	Q0ZHH6
Q6X4W1	Q9EPI6
P15586	Q32KJ5
O75914	Q62829
Q8IW70	D3ZNW8
Q92925	O54772
Q9NRK6	Q5FVL8
Q8N2H3	Q68FT3
Q9P270	G3V6A2
Q96JT2	D3ZPP5
Q8WVV9	D4A3E1
P49756	D3Z8R4
Q6P1R3	F1LR51
Q9NVP1	Q5XHY0
Q17RM4	A0A0G2KB94
Q6NUN0	Q6AYT9
Q9BVG8	A1A5P4
Q9BQI3	Q63185
Q5SNT2	D3ZBW3
Q6TGC4	D4ABN7
Q8IYB4	Q925N3
Q96NZ8	P0C5J5
Q13490	Q6P6S1
P46721	O35913
Q03519	P36372
Q03518	P36370
Q15742	D4A4F4
P98153	A0A0G2QC32
Q96MC2	Q5XI65
Q2WGJ6	Q5BK60
P40227	Q3MHS9
Q96M93	Q3KR54
P46063	Q6AYJ1
Q9ULR3	Q5M821
P06744	Q6P6V0
Q9H511	D3ZLT6
Q6NUM9	Q8VHE9
P18887	Q9ESZ0
Q99832	D4AC23
P78371	Q5XIM9
Q15835	Q63651
Q4VX76	E9PU77
Q92769	F7ENH8
A6NM11	F1M5B9
Q8NC60	A0A0G2K602
O94901	A0A0G2K016
P21281	P62815
Q9UM21	Q5M854
Q8WY07	O08812
Q8TDW4	Q68FW3
Q8IXH7	M0RAI9
P53041	P53042
P00750	P19637
Q7L5A3	Q5PQM8
O95935	D4A1V6
O14730	D3ZND9
Q14393	Q63772
O00541	Q3B8N8
Q99742	D3ZJ66
P48444	Q66H80
Q92935	D3ZLU1
Q14246	Q5Y4N8
Q99829	D4A1R8
P55895	G3V6K7
A5PL33	D4A2C1
Q96CM8	Q499N5
Q32MQ0	M0R3N9
P06276	Q9JKC1
P04040	P04762
Q9Y6X4	D3ZKX8
Q6XYQ8	O08625
Q8TD20	D3ZNG4
Q96RL1	Q5PQK4
Q9UQB8	Q6GMN2
Q8WUG5	Q9P290
Q9NPI6	D4AE80
Q3MIN7	A0A0G2K961
Q53HC5	D3ZH92
Q13557	P15791
Q01581	P17425
Q6UXK5	Q32Q07
P48547	P25122
Q96F86	F1M7Z1
Q9UMD9	A0A0G2K449
O43175	O08651
Q68BL7	D3ZMR0
Q17RC7	B2GUV9
Q96S52	Q5XI31
P05166	P07633
O43280	G3V7Q9
Q9UPQ8	D3ZLM6
Q86U38	D3ZKI9
P15923	P21677
P07948	Q07014
Q53EQ6	B1WC39
Q8IYL2	D3ZS79
O95470	Q8CHN6
Q6S5L8	D4A3K2
Q9NRA0	Q6AYB2
Q9P2E9	F1M853
Q02446	Q63158
Q8NHY3	D3ZUE1
Q9NUX5	A0A0G2JX31
Q8IVJ1	D3ZM22
O95747	D3ZUC9
Q9NUQ6	Q5U2T3
Q8IWY8	D3ZPM6
Q8N196	A0A0G2K7K3
O15409	P0CF24
Q9NUN5	Q6AZ61
Q7Z7F0	F1LM38
Q96GM5	D3ZBS9
Q16875	O35552
Q9NXB0	Q499Q5
P12268	E9PU28
Q5NDL2	Q5NDL0
Q16851	Q4V8I9
Q6PXP3	A4ZYQ5
O95196	Q9ERQ6
P05091	P11884
P09172	Q05754
Q8J025	F1M5Q7
Q96I24	G3V829
P50991	Q7TPB1
Q9Y232	Q6AYK9
Q9NWN3	G3V7J6
Q13939	Q5XI58
Q86W24	F1M918
P56817	P56819
P48664	O35921
Q0D2K2	D3ZHA2
Q0D2I5	D3ZQI9
Q8N584	Q0VGK2
P11413	P05370
Q8IXK2	D4A849
Q08AF3	F1LX81
Q6ZP65	A0A0G2JY46
Q02252	Q02253
P30837	Q66HF8
P26599	Q00438
O00519	P97612
Q8NAN2	A0A0G2K2T2
Q504Y0	D4A8R5
Q13555	P11730
Q8NA31	A0A0G2KAQ9
Q9UBL6	H1UBN0
Q9Y5K6	F1LRS8
Q5T160	F7FFR1
Q6P9F0	F1LSQ7
Q13123	Q66HG8
P50747	D4AA38
Q5KU26	Q4V885
Q8N4M1	Q6AY92
Q6GPH6	Q66H52
Q9HDC5	D3ZQ55
Q17RD7	A0A0G2K644
Q86W50	D3Z9M1
P49591	Q6P799
Q9NVN3	Q80ZG0
Q5GH72	Q5GH56
Q14554	Q5I0H9
Q96LI5	F1M642
Q96HC4	Q62920
Q6ZW61	D3ZYF7
P35052	P35053
P07358	P55314
P01833	P15083
P20839	D3ZLZ7
Q13356	Q5RKH8
P56282	D4ABZ5
Q9UHI5	Q9WVR6
Q96JP0	D3ZZR4
Q8TDX6	B5DEY9
Q96SZ6	Q9JLH6
P23588	Q5RKG9
Q9Y4A0	M0R5M5
Q86TM6	F7FG68
Q8N1K5	F1M3E4
Q96D46	F6PUQ7
P14679	D4A9G4
Q9HBY0	Q672K1
Q13177	Q64303
Q9UEW8	O88506
Q9H4L4	G3V7S5
P11308	A0A0G2JWE9
Q14995	Q63504
Q16222	D3ZF39
Q99755	D3ZSI8
P01133	A0A0G2K5M0
Q8IYB1	D4ACS3
Q9NVE4	B2GV49
O95376	D3ZJB8
Q96JW4	D4A7D4
P23759	D3ZRA8
Q9BX79	Q4QR83
Q93052	Q5XI07
Q9NY93	A0A0G2K0E0
P61011	Q6AYB5
Q9NP59	Q923U9
Q9BUI4	Q5XIL3
Q9H0W8	Q5PQS6
P36544	Q05941
Q9HCI5	A1A5P9
P51511	D3ZCG5
Q7Z5Q1	A0A0G2K520
Q8N680	D4ABS0
Q9NPH2	Q6AYK3
Q9NT99	P0CC10
Q92994	D4A8W8
Q9NR63	G3V7X8
P98077	O70142
P47895	Q8K4D8
Q8N6U8	F1M5Q2
P14618	P11980
Q9UHB4	D4ABT4
O76083	Q8QZV1
Q86SS6	Q925C0
Q14807	Q5I0E8
Q6ZP01	D3Z987
P35610	O70536
P57789	Q9JIS4
P49419	Q64057
Q9BYH8	A0A0G2K6U7
Q96K49	D4A7B6
Q99615	A0A0G2K435
P49321	Q66HD3
O14994	O70441
Q9BUZ4	B1WC90
Q5FVE4	A1L1K7
Q9H900	D3ZG58
Q9Y283	D4A4A8
O95758	Q9Z118
Q8N5R6	Q5XIR4
Q5T655	A0A096MJJ4
Q96AP4	Q5U2S3
Q5T6L9	Q3B8R1
Q96BR1	Q8R4V0
Q12874	Q4KLI7
Q3YEC7	D3ZKQ4
Q86T96	F1LRQ3
O43865	B5DFN2
P28799	P23785
Q9Y2I2	F1LWK9
Q96S06	D3ZF16
Q8NHP8	Q4QQW8
O94842	Q99PM1
Q32NB8	D4A5W8
Q5TZA2	F1M6Q2
P06576	P10719
P48681	P21263
O43663	D3ZES9
Q9NYH9	F1M805
P51687	Q07116
Q9H7S9	D4ABF5
Q9UKD1	O88873
Q8WV44	F1LMK2
Q13884	D3ZWC6
Q8IZW8	Q4V8I3
P37231	O88275
P16383	D4A3Z4
P48651	Q5PQL5
P05186	P08289
P22307	P11915
Q6PML9	D3ZWW5
Q8N6S4	D3ZMJ4
Q5TAA0	D3ZRX3
Q9Y243	Q63484
Q8NEM2	A0A0G2K2J0
Q06203	P35433
O14829	Q3SWT6
Q96M89	D3ZGR6
O43272	F1MAR6
Q96GX1	Q3B7D3
Q5TD94	D4A8S8
Q9Y426	Q6P691
O00566	G3V968
P14866	F1LQ48
Q9UQM7	P11275
O43462	D3ZDS6
Q14534	P52020
Q14938	A0A0G2K1B6
Q7Z4N8	Q6W3E9
Q8WVV4	D3ZWE3
O43823	Q63014
P23769	Q924Y4
Q8TBY8	Q9Z221
P09622	Q6P6R2
P02768	P02770
Q9Y5S8	Q9WV87
Q2TBA0	D4AA43
Q9UM11	B1WCA1
P43003	P24942
Q13596	Q99N27
Q96N87	Q62687
Q9Y6N9	Q4KMB9
Q96JX3	D4ACP8
Q9HAY6	Q91XT5
Q96DZ1	D3ZF97
Q15389	O35460
Q9GZU3	Q66H44
P49761	Q63117
Q9UGN5	G3V749
Q05D60	Q5U3Z6
P00395	P05503
Q16572	Q62666
Q9UJY5	Q5FVF3
Q17R60	Q9ET62
Q96FN5	G3V6Y3
O00482	Q9QWM1
P17643	D3ZH71
Q01201	D4A8H1
Q5D1E8	A0JPN4
Q12800	A0A0G2JTJ9
Q8NB12	D4A3D2
P22001	P15384
Q9H347	B1WBT8
P35240	Q63648
P10155	D3ZRN5
P15313	D3ZZS8
P32519	G3V9V2
P14868	P15178
Q969I6	Q9EQ25
Q9BYM8	Q62921
Q9H857	Q6Q0N3
O75751	O88446
Q13425	D3ZMX6
Q99959	F1M7L9
P30419	Q8K1Q0
Q562F6	D3ZWI4
Q92990	D3ZKQ3
Q8WV83	D3ZT80
Q69YN2	D3Z863
Q2YD98	D3ZND0
Q86YP4	G3V8R7
P35368	P15823
P48167	P20781
P27338	P19643
Q8WVX9	Q66H50
Q96T68	M0RA29
Q17RQ9	D3ZR21
O76082	O70594
P31749	P47196
Q6J4K2	Q6AXS0
O75553	Q8CJH2
O95208	Q9Z1Z3
Q86V20	D3ZH67
P51114	Q5XI81
Q9NQW8	F1LX27
P54284	P54287
P50548	D3ZJW0
Q9ULM6	Q6AXU9
Q8WU58	D3ZPE2
P50549	A0A0G2JTM3
Q9BVK2	E9PT91
Q14451	Q9QZC5
Q7L804	D3ZD48
O60701	O70199
M0R2J8	D4A009
P48436	F1LYL9
Q6NXT6	D4A533
Q6ZN55	Q504L7
O75343	P22717
A7MCY6	Q6DG50
Q14739	O08984
O95800	D3Z826
P78314	F1LS93
Q7RTS6	D3ZCS6
Q14117	Q63150
Q9BZZ5	B1WC49
O14492	Q9Z200
Q9UFC0	A0A140UHX1
Q8IZN3	Q2TGJ5
O75127	A2VD13
Q8WXI4	F1LX28
P48169	P28471
P10827	P63059
Q96MC6	B1H293
Q8IXH8	A0A0G2K7Z8
Q5T1V6	Q66HG7
Q9UKU9	G3V862
Q8WYA6	Q4V8K2
Q14566	Q62724
Q92731	Q62986
P43490	Q80Z29
Q643R3	D3ZR52
P21397	P21396
Q8N3T1	D4A3A9
Q6UW63	B5DFA5
Q13057	Q5XIA5
Q9H2C0	D3ZRI9
Q5TGY1	Q499U8
Q3LXA3	Q4KLZ6
Q9P0K8	A0A0G2JW18
Q9NVI7	Q3KRE0
Q9HCJ1	P58366
Q9NVR7	Q5FVR8
Q9Y4K3	B5DF45
Q9H015	Q9R141
Q16850	Q64654
O94888	M0R9B9
Q8N697	O09014
Q4U2R8	O35956
Q8NBN3	D4A017
Q96PB7	P63057
P49802	P49803
A0PJK1	G3V8X5
Q9HBX9	Q6R6I6
O75191	Q3MIF4
Q4G0X9	A0A0G2JUV5
Q9NWL6	D3ZWR3
Q15637	F1LSC3
P31751	P47197
P98155	P98166
Q8IV53	M0RBQ8
Q15431	Q03410
P19532	D3ZAW6
Q8N543	D4ACB4
Q13217	Q9R0T3
Q9Y2B5	B2RYG3
P23760	F1LMV3
Q96CK0	D3ZM61
P07911	P27590
P08912	P08911
Q09013	D3ZYV4
Q9UJ41	G3V631
Q9BQN1	M0R501
Q9BVG3	M0R947
P28838	Q68FS4
O00167	E9PTJ3
Q96JA3	D3ZY60
Q9Y236	D3ZB49
P0DUB6	E9PSQ1
P0DTE7	E9PSQ1
P0DTE8	E9PSQ1
P34903	P20236
P08631	P50545
Q9Y6A2	F7EN52
O75427	E9PSW6
Q99965	Q63202
P54578	Q5U2N2
Q3KNS1	M0R3Q7
Q9NXN4	Q66H63
Q96CN5	A0A0G2JUG6
Q8N5S9	P97756
Q9BRK4	Q3LUD4
O15354	Q9QYC6
Q49A26	Q5RKH0
Q9H3M0	D4ADX7
Q9BQW3	D3ZW79
Q9ULV3	F1LV60
O60749	B2RYP4
P18507	P18508
Q8NHP6	A0A0G2K8D1
P17342	P41740
Q969Z0	Q5M9G9
P80404	P50554
Q16236	O54968
Q8IZ40	Q5FWT8
Q16643	Q07266
Q9Y2E6	A0A0G2K048
Q8WUB8	Q4V7A6
Q7RTS5	A0A0G2JTK7
P56693	O55170
O15117	D3ZIE4
Q3MIX3	A0A0G2K6E7
P58005	D4A469
Q96MH7	Q6AYM1
P30101	P11598
Q9ULV4	G3V624
Q15796	O70436
Q9BX69	A0A0G2JTL6
Q4G176	D3ZUX7
Q5T4B2	Q5U309
Q06413	A0A096MJY4
Q96PQ7	Q1EG90
P55809	B2GV06
Q02086	B5DEH3
Q9Y4C5	M0R868
Q86WA9	F1M067
Q9NXZ2	M0R9C6
O94900	D4A1U5
P36897	P80204
Q14410	Q68FP7
Q8NFT2	D4A6H3
Q9UK59	B2RYJ2
Q5T4D3	A0A0G2K726
Q5VTE6	F1LT13
Q9H2V7	Q2YDU8
O60678	O70467
O43854	F1M6P8
Q8IY33	D3ZEN0
Q96LT7	Q66HC3
Q32MK0	E9PT87
Q8WU20	A0A0G2JZZ5
Q9Y3T9	E9PTF3
Q9NS82	P63116
O75398	O88450
Q9UIX4	D4AD53
Q8N4L1	M0RAG0
Q96MK3	I7LRF5
Q96AA3	D4A6W4
Q05DH4	M0R5L5
P16870	P15087
Q00536	Q63686
P26038	O35763
Q9NRR6	Q9WVR1
P14672	P19357
Q8TCT0	D3Z9Y3
Q70EK9	D3ZUR6
Q9UI12	A0A0G2K9J2
Q8IV08	Q5FVH2
Q9BXM9	A0A0G2JZ60
P15311	P31977
Q9UGP5	Q5RKI3
Q9Y2L9	B2GV98
P12081	Q4QQV4
Q9UID6	Q5PPG4
O60825	Q9JJH5
Q8IXQ5	Q5XHZ6
P20591	P18590
P11831	D3ZHH8
Q6NT55	D4A1H9
P19835	P07882
P30203	G3V8U0
Q68CK6	O70490
A6NDV4	D4AD81
P07237	P04785
Q8NF37	Q1HAQ0
Q14449	O88900
Q9Y285	Q505J8
O60291	Q5XIQ4
Q86SQ7	A0A0G2JUD0
Q13546	D3ZYL0
Q09470	P10499
Q96NG3	G3V9Y3
Q9BYI3	D4AE31
Q5QP82	D4A8G6
Q5H9R4	D3ZV39
Q6PF15	D4A6V5
Q7L5N7	P0C1Q3
P98170	Q9R0I6
O43242	Q5U2S7
P34059	Q32KJ6
Q16881	O89049
Q9H9S5	Q4KLJ4
O15244	Q9R0W2
Q13772	B1H215
Q9H9L4	Q6AY70
Q14134	A0A0G2K659
P41214	Q5PPG7
P86791	A0A140UHX9
P86790	A0A140UHX9
P26196	D3ZD73
Q14CX5	A0A0G2JUB6
P34897	Q5U3Z7
Q86UB2	D4A204
P28472	P63079
P04062	B2RYC9
Q6ZVM7	A0A0G2K9L2
Q8NA19	F1M8A7
Q70CQ3	D3ZPG5
Q9HCC8	D3Z9K9
Q15172	D3ZDI7
P20700	P70615
P00748	D3ZTE0
Q6PIS1	D3ZG28
Q9UMX1	Q4V8C6
Q8IZM8	D3ZMK5
O60774	M0R553
Q9H9F9	D3ZAQ1
P55199	D4A753
Q9C098	F1LWF2
Q8NEM7	Q66HC7
Q6ZNA5	D4A8Z3
P22460	P19024
Q8IZF7	D4A3T6
Q12834	Q62623
Q9NZI5	A0A0G2JTY1
P07510	P18916
Q13043	D4A648
Q96EY7	A0A0G2JU15
Q4ZIN3	F1LPC5
Q8NER5	P70539
O60381	Q62661
Q92908	P46153
Q99518	Q6IRI9
Q5XUX0	B2RYN2
P57057	Q66H72
Q15208	G3V9Q4
Q86XD8	B1WC93
Q8IVW4	Q9JM01
Q9BSW7	Q62807
O14896	D4AAV0
Q86UP6	Q9QZT0
O60551	F1M110
Q8NFH8	A0A0G2K1L4
Q8TBC4	Q99MI7
Q9H9S3	D3ZEH3
Q9UHC3	O35240
Q96MU8	Q924S4
P41161	D4AC56
Q92753	P45446
Q13112	Q4V8B4
Q9Y616	B2RYC8
Q96AQ6	A2VD12
P49326	Q8K4C0
Q9HCP6	D4A9P9
Q68CZ6	B1WC65
P07357	D3ZWD6
Q5C9Z4	M0R6J5
Q99784	Q62609
O43353	G3V783
Q03933	Q9R120
Q00973	Q10468
Q8IZF3	D3ZTY4
P53779	P49187
Q9Y471	A0A0G2JWT4
P47870	P63138
Q8IWU9	Q8CGU9
P10276	A0A0G2JW78
Q6NY19	B2RYN8
Q9Y4R7	D3ZE22
Q9H2S1	P70604
O14757	Q91ZN7
Q8NAC3	D3ZIM0
P43268	A0A0G2JX95
Q92783	B5DF55
P49190	P70555
Q9ULK5	P84889
Q70SY1	Q6QDP7
Q8NBM8	B5DEI0
Q9NZI6	D3ZHA6
Q92536	D3ZMM8
Q9NV64	Q5U2V9
Q9Y6W6	D3ZBG7
P61619	P61621
Q9NSY0	A0A0G2JT23
P48549	P63251
Q96JB3	D4A9X7
Q96G74	Q2YDU3
O43174	G3V861
Q9BW62	Q5XIK7
Q53T94	D3ZYB7
Q9NR81	A0A0G2JYL3
P15336	Q00969
Q8WWY3	D3ZI68
P35398	F1LZZ3
P0CW18	D3ZQJ8
Q969K4	Q5XIU1
Q9UBP0	B2RYN7
A6NEL2	D4A4Q1
Q13188	O54748
Q9H6W3	D3ZU57
Q6ZN04	D3ZFL6
Q8NFU1	D4A3A7
O95970	Q8K4Y5
Q6PIU1	P97557
P41091	P81795
Q9NXG6	D3ZJG3
Q6ZWT7	Q3T1J2
Q9BXM7	B5DFG1
P31512	Q8K4B7
Q9H201	Q4V882
P54868	P22791
Q9C0H2	A0A0G2K0W3
Q13424	B5DFL0
P06865	Q641X3
P59047	D3ZDM5
Q8N944	D3ZHS8
Q9UL17	D3ZCM2
P11166	P11167
Q9Y5Z0	Q6IE75
Q13547	Q4QQW4
P52209	P85968
Q05639	P62632
Q8IVT5	D3ZHL1
Q8TE85	D4A1E5
Q07001	P25110
Q16658	P85845
Q9H7Z6	Q5XI06
Q86XJ1	D4AB19
Q6UX01	A0A0G2JVJ7
Q86YC3	Q5BK65
Q15173	Q80W83
Q16877	P25114
Q04206	Q7TQN4
Q9UKF2	D3ZIP6
Q13489	F7FLN8
Q9Y2H1	A4GW50
A1YPR0	B2GV04
O43307	Q9QX73
P31513	Q9EQ76
Q96K12	D4A9Z0
P68104	P62630
O60687	B5DF94
Q6EMK4	D3ZAE6
Q99607	D3ZWM8
Q9NQH7	B5DEQ3
O95786	D4ADT5
Q96ME7	D3ZIF0
Q8IW41	F1LN87
Q8IYT4	F1M5A4
O95841	A0A0G2K603
P13584	P15129
O75311	P24524
A2AJT9	E9PSU1
Q9Y3Z3	D3Z898
Q4W5G0	F1LVC4
Q9Y5P3	D3ZGZ4
Q8TAA9	D3ZKC8
P52272	Q62826
Q15797	P97588
Q6UWY0	Q32KJ2
Q8NBF1	F1LVY3
Q9BRR6	G3V784
Q8WWZ8	Q6V0K7
Q15750	A0A0U1RRU5
Q71U36	P68370
P42685	Q62662
Q4VXU2	D3ZAS7
Q0VAM2	D3ZJN7
Q99717	Q9R1V3
Q9UBG7	D4AEG0
Q8NEG5	Q68FQ1
P68363	Q6P9V9
Q8WYN3	D4AE74
Q8IY34	Q924V4
P09769	Q6P6U0
P19440	P07314
Q9C0B1	Q2A121
Q01650	Q63016
Q9BTV5	B1H2A2
P68366	Q5XIF6
Q99928	P28473
